,experiment,template,adj,num,noun,adjclass,numclass,nounclass,sent,rating-sent,goodness-sent
10019,art,2,soothing,twenty,operas,adj-pos,num-num,noun-art,Please enjoy a soothing twenty operas., good,0.7836400844468577
10020,art,2,charming,three,movies,adj-pos,num-num,noun-art,Please enjoy a charming three movies., bad,0.03871420126616609
10021,art,2,charming,three,paintings,adj-pos,num-num,noun-art,Please enjoy a charming three paintings., bad,0.18304429317150894
10022,art,2,charming,three,books,adj-pos,num-num,noun-art,Please enjoy a charming three books., bad,0.14799498839105674
10023,art,2,charming,three,shows,adj-pos,num-num,noun-art,Please enjoy a charming three shows., bad,0.16215084443892624
10024,art,2,charming,three,operas,adj-pos,num-num,noun-art,Please enjoy a charming three operas., good,0.6884095376035176
10025,art,2,charming,five,movies,adj-pos,num-num,noun-art,Please enjoy a charming five movies., bad,0.08205166509009687
10026,art,2,charming,five,paintings,adj-pos,num-num,noun-art,Please enjoy a charming five paintings., bad,0.19731837853353518
10027,art,2,charming,five,books,adj-pos,num-num,noun-art,Please enjoy a charming five books., bad,0.1969904401996888
10028,art,2,charming,five,shows,adj-pos,num-num,noun-art,Please enjoy a charming five shows., bad,0.19335504165162176
10029,art,2,charming,five,operas,adj-pos,num-num,noun-art,Please enjoy a charming five operas., good,0.7254788060298774
10030,art,2,charming,twenty,movies,adj-pos,num-num,noun-art,Please enjoy a charming twenty movies., bad,0.11751497574377201
10031,art,2,charming,twenty,paintings,adj-pos,num-num,noun-art,Please enjoy a charming twenty paintings., bad,0.3365621901185136
10032,art,2,charming,twenty,books,adj-pos,num-num,noun-art,Please enjoy a charming twenty books., bad,0.42390960797522703
10033,art,2,charming,twenty,shows,adj-pos,num-num,noun-art,Please enjoy a charming twenty shows., bad,0.2000686360041506
10034,art,2,charming,twenty,operas,adj-pos,num-num,noun-art,Please enjoy a charming twenty operas., good,0.6583639401688464
10035,art,2,disgusting,three,movies,adj-neg,num-num,noun-art,Please enjoy a disgusting three movies., bad,0.2976360766826346
10036,art,2,disgusting,three,paintings,adj-neg,num-num,noun-art,Please enjoy a disgusting three paintings., bad,0.4770896790087711
10037,art,2,disgusting,three,books,adj-neg,num-num,noun-art,Please enjoy a disgusting three books., bad,0.3111660923871383
10038,art,2,disgusting,three,shows,adj-neg,num-num,noun-art,Please enjoy a disgusting three shows., bad,0.2254744804821014
10039,art,2,disgusting,three,operas,adj-neg,num-num,noun-art,Please enjoy a disgusting three operas., good,0.7286445147452182
10040,art,2,disgusting,five,movies,adj-neg,num-num,noun-art,Please enjoy a disgusting five movies., good,0.5315505752689821
10041,art,2,disgusting,five,paintings,adj-neg,num-num,noun-art,Please enjoy a disgusting five paintings., good,0.5554192361174928
10042,art,2,disgusting,five,books,adj-neg,num-num,noun-art,Please enjoy a disgusting five books., bad,0.49387155599501886
10043,art,2,disgusting,five,shows,adj-neg,num-num,noun-art,Please enjoy a disgusting five shows., bad,0.3796777823151156
10044,art,2,disgusting,five,operas,adj-neg,num-num,noun-art,Please enjoy a disgusting five operas., good,0.7397857216898721
10045,art,2,disgusting,twenty,movies,adj-neg,num-num,noun-art,Please enjoy a disgusting twenty movies., bad,0.44637502395049533
10046,art,2,disgusting,twenty,paintings,adj-neg,num-num,noun-art,Please enjoy a disgusting twenty paintings., bad,0.48922091436785287
10047,art,2,disgusting,twenty,books,adj-neg,num-num,noun-art,Please enjoy a disgusting twenty books., bad,0.41621096333288987
10048,art,2,disgusting,twenty,shows,adj-neg,num-num,noun-art,Please enjoy a disgusting twenty shows., bad,0.16907123514733036
10049,art,2,disgusting,twenty,operas,adj-neg,num-num,noun-art,Please enjoy a disgusting twenty operas., good,0.6093174577477767
10050,art,2,uninviting,three,movies,adj-neg,num-num,noun-art,Please enjoy an uninviting three movies., bad,0.07397866995924252
10051,art,2,uninviting,three,paintings,adj-neg,num-num,noun-art,Please enjoy an uninviting three paintings., bad,0.2734466032142874
10052,art,2,uninviting,three,books,adj-neg,num-num,noun-art,Please enjoy an uninviting three books., bad,0.0889083198882088
10053,art,2,uninviting,three,shows,adj-neg,num-num,noun-art,Please enjoy an uninviting three shows., bad,0.14598536641931936
10054,art,2,uninviting,three,operas,adj-neg,num-num,noun-art,Please enjoy an uninviting three operas., bad,0.4170651800518782
10055,art,2,uninviting,five,movies,adj-neg,num-num,noun-art,Please enjoy an uninviting five movies., bad,0.09039106173001443
10056,art,2,uninviting,five,paintings,adj-neg,num-num,noun-art,Please enjoy an uninviting five paintings., bad,0.35623129428178724
10057,art,2,uninviting,five,books,adj-neg,num-num,noun-art,Please enjoy an uninviting five books., bad,0.11168488881675287
10058,art,2,uninviting,five,shows,adj-neg,num-num,noun-art,Please enjoy an uninviting five shows., bad,0.1692063747204099
10059,art,2,uninviting,five,operas,adj-neg,num-num,noun-art,Please enjoy an uninviting five operas., bad,0.42564014269630057
10060,art,2,uninviting,twenty,movies,adj-neg,num-num,noun-art,Please enjoy an uninviting twenty movies., bad,0.09507167743096634
10061,art,2,uninviting,twenty,paintings,adj-neg,num-num,noun-art,Please enjoy an uninviting twenty paintings., bad,0.2916139602492047
10062,art,2,uninviting,twenty,books,adj-neg,num-num,noun-art,Please enjoy an uninviting twenty books., bad,0.12695015626371287
10063,art,2,uninviting,twenty,shows,adj-neg,num-num,noun-art,Please enjoy an uninviting twenty shows., bad,0.12403569798454062
10064,art,2,uninviting,twenty,operas,adj-neg,num-num,noun-art,Please enjoy an uninviting twenty operas., bad,0.3471324216934788
10065,art,2,haunting,three,movies,adj-neg,num-num,noun-art,Please enjoy a haunting three movies., bad,0.46153520469449183
10066,art,2,haunting,three,paintings,adj-neg,num-num,noun-art,Please enjoy a haunting three paintings., good,0.8243004349526888
10067,art,2,haunting,three,books,adj-neg,num-num,noun-art,Please enjoy a haunting three books., bad,0.48407238275642317
10068,art,2,haunting,three,shows,adj-neg,num-num,noun-art,Please enjoy a haunting three shows., good,0.6508242581352168
10069,art,2,haunting,three,operas,adj-neg,num-num,noun-art,Please enjoy a haunting three operas., good,0.8283144219698828
10070,art,2,haunting,five,movies,adj-neg,num-num,noun-art,Please enjoy a haunting five movies., good,0.6445536933420397
10071,art,2,haunting,five,paintings,adj-neg,num-num,noun-art,Please enjoy a haunting five paintings., good,0.9034301521662325
10072,art,2,haunting,five,books,adj-neg,num-num,noun-art,Please enjoy a haunting five books., good,0.6702427961019466
10073,art,2,haunting,five,shows,adj-neg,num-num,noun-art,Please enjoy a haunting five shows., good,0.7654851217980948
10074,art,2,haunting,five,operas,adj-neg,num-num,noun-art,Please enjoy a haunting five operas., good,0.875633442721391
10075,art,2,haunting,twenty,movies,adj-neg,num-num,noun-art,Please enjoy a haunting twenty movies., good,0.7082118690387873
10076,art,2,haunting,twenty,paintings,adj-neg,num-num,noun-art,Please enjoy a haunting twenty paintings., good,0.8933828022728117
10077,art,2,haunting,twenty,books,adj-neg,num-num,noun-art,Please enjoy a haunting twenty books., good,0.7501217742237402
10078,art,2,haunting,twenty,shows,adj-neg,num-num,noun-art,Please enjoy a haunting twenty shows., good,0.6882929309047139
10079,art,2,haunting,twenty,operas,adj-neg,num-num,noun-art,Please enjoy a haunting twenty operas., good,0.8155236962633999
10080,art,2,hideous,three,movies,adj-neg,num-num,noun-art,Please enjoy a hideous three movies., bad,0.16064198734727386
10081,art,2,hideous,three,paintings,adj-neg,num-num,noun-art,Please enjoy a hideous three paintings., bad,0.4720080597128229
10082,art,2,hideous,three,books,adj-neg,num-num,noun-art,Please enjoy a hideous three books., bad,0.40875139583554565
10083,art,2,hideous,three,shows,adj-neg,num-num,noun-art,Please enjoy a hideous three shows., bad,0.21948161196309812
10084,art,2,hideous,three,operas,adj-neg,num-num,noun-art,Please enjoy a hideous three operas., good,0.6325620882228319
10085,art,2,hideous,five,movies,adj-neg,num-num,noun-art,Please enjoy a hideous five movies., bad,0.2362688884523556
10086,art,2,hideous,five,paintings,adj-neg,num-num,noun-art,Please enjoy a hideous five paintings., bad,0.432215821558778
10087,art,2,hideous,five,books,adj-neg,num-num,noun-art,Please enjoy a hideous five books., bad,0.41021127533417523
10088,art,2,hideous,five,shows,adj-neg,num-num,noun-art,Please enjoy a hideous five shows., bad,0.24975213471205215
10089,art,2,hideous,five,operas,adj-neg,num-num,noun-art,Please enjoy a hideous five operas., good,0.5759020642996907
10090,art,2,hideous,twenty,movies,adj-neg,num-num,noun-art,Please enjoy a hideous twenty movies., bad,0.30983947947159807
10091,art,2,hideous,twenty,paintings,adj-neg,num-num,noun-art,Please enjoy a hideous twenty paintings., bad,0.3726012402270583
10092,art,2,hideous,twenty,books,adj-neg,num-num,noun-art,Please enjoy a hideous twenty books., bad,0.27551682470773675
10093,art,2,hideous,twenty,shows,adj-neg,num-num,noun-art,Please enjoy a hideous twenty shows., bad,0.1607847416107655
10094,art,2,hideous,twenty,operas,adj-neg,num-num,noun-art,Please enjoy a hideous twenty operas., good,0.5286490440978382
10095,art,2,ugly,three,movies,adj-neg,num-num,noun-art,Please enjoy an ugly three movies., bad,0.03590305107106351
10096,art,2,ugly,three,paintings,adj-neg,num-num,noun-art,Please enjoy an ugly three paintings., bad,0.26098443794906934
10097,art,2,ugly,three,books,adj-neg,num-num,noun-art,Please enjoy an ugly three books., bad,0.06163946673237075
10098,art,2,ugly,three,shows,adj-neg,num-num,noun-art,Please enjoy an ugly three shows., bad,0.058617955136759825
10099,art,2,ugly,three,operas,adj-neg,num-num,noun-art,Please enjoy an ugly three operas., bad,0.25141014831827224
10100,art,2,ugly,five,movies,adj-neg,num-num,noun-art,Please enjoy an ugly five movies., bad,0.02941115794276683
10101,art,2,ugly,five,paintings,adj-neg,num-num,noun-art,Please enjoy an ugly five paintings., bad,0.13284648215128148
10102,art,2,ugly,five,books,adj-neg,num-num,noun-art,Please enjoy an ugly five books., bad,0.05524040435930888
10103,art,2,ugly,five,shows,adj-neg,num-num,noun-art,Please enjoy an ugly five shows., bad,0.05396890075080074
10104,art,2,ugly,five,operas,adj-neg,num-num,noun-art,Please enjoy an ugly five operas., bad,0.21379095393517888
10105,art,2,ugly,twenty,movies,adj-neg,num-num,noun-art,Please enjoy an ugly twenty movies., bad,0.050058102704952256
10106,art,2,ugly,twenty,paintings,adj-neg,num-num,noun-art,Please enjoy an ugly twenty paintings., bad,0.12575211302590505
10107,art,2,ugly,twenty,books,adj-neg,num-num,noun-art,Please enjoy an ugly twenty books., bad,0.07501191256380824
10108,art,2,ugly,twenty,shows,adj-neg,num-num,noun-art,Please enjoy an ugly twenty shows., bad,0.0359403030574571
10109,art,2,ugly,twenty,operas,adj-neg,num-num,noun-art,Please enjoy an ugly twenty operas., bad,0.2011281147982129
10110,art,2,mere,three,movies,adj-quant,num-num,noun-art,Please enjoy a mere three movies., good,0.9642221199761615
10111,art,2,mere,three,paintings,adj-quant,num-num,noun-art,Please enjoy a mere three paintings., good,0.9934251465593182
10112,art,2,mere,three,books,adj-quant,num-num,noun-art,Please enjoy a mere three books., good,0.9869298046367857
10113,art,2,mere,three,shows,adj-quant,num-num,noun-art,Please enjoy a mere three shows., good,0.9543379261233025
10114,art,2,mere,three,operas,adj-quant,num-num,noun-art,Please enjoy a mere three operas., good,0.9658226874326044
10115,art,2,mere,five,movies,adj-quant,num-num,noun-art,Please enjoy a mere five movies., good,0.9651700167509263
10116,art,2,mere,five,paintings,adj-quant,num-num,noun-art,Please enjoy a mere five paintings., good,0.9941239551799834
10117,art,2,mere,five,books,adj-quant,num-num,noun-art,Please enjoy a mere five books., good,0.9871788917484476
10118,art,2,mere,five,shows,adj-quant,num-num,noun-art,Please enjoy a mere five shows., good,0.9510564049470024
10119,art,2,mere,five,operas,adj-quant,num-num,noun-art,Please enjoy a mere five operas., good,0.9740284873253595
10120,art,2,mere,twenty,movies,adj-quant,num-num,noun-art,Please enjoy a mere twenty movies., good,0.8677454046166375
10121,art,2,mere,twenty,paintings,adj-quant,num-num,noun-art,Please enjoy a mere twenty paintings., good,0.9926314538372129
10122,art,2,mere,twenty,books,adj-quant,num-num,noun-art,Please enjoy a mere twenty books., good,0.9701366268313727
10123,art,2,mere,twenty,shows,adj-quant,num-num,noun-art,Please enjoy a mere twenty shows., good,0.8968630304167523
10124,art,2,mere,twenty,operas,adj-quant,num-num,noun-art,Please enjoy a mere twenty operas., good,0.9556737785416745
10125,art,2,staggering,three,movies,adj-quant,num-num,noun-art,Please enjoy a staggering three movies., good,0.9784139742046101
10126,art,2,staggering,three,paintings,adj-quant,num-num,noun-art,Please enjoy a staggering three paintings., good,0.9904268778912132
10127,art,2,staggering,three,books,adj-quant,num-num,noun-art,Please enjoy a staggering three books., good,0.9906987972940532
10128,art,2,staggering,three,shows,adj-quant,num-num,noun-art,Please enjoy a staggering three shows., good,0.9863458551611036
10129,art,2,staggering,three,operas,adj-quant,num-num,noun-art,Please enjoy a staggering three operas., good,0.9925497983694025
10130,art,2,staggering,five,movies,adj-quant,num-num,noun-art,Please enjoy a staggering five movies., good,0.9842397187339954
10131,art,2,staggering,five,paintings,adj-quant,num-num,noun-art,Please enjoy a staggering five paintings., good,0.9946193899174934
10132,art,2,staggering,five,books,adj-quant,num-num,noun-art,Please enjoy a staggering five books., good,0.9945495919671167
10133,art,2,staggering,five,shows,adj-quant,num-num,noun-art,Please enjoy a staggering five shows., good,0.9892028353825228
10134,art,2,staggering,five,operas,adj-quant,num-num,noun-art,Please enjoy a staggering five operas., good,0.9936965270691059
10135,art,2,staggering,twenty,movies,adj-quant,num-num,noun-art,Please enjoy a staggering twenty movies., good,0.9867188620549172
10136,art,2,staggering,twenty,paintings,adj-quant,num-num,noun-art,Please enjoy a staggering twenty paintings., good,0.9960807271764965
10137,art,2,staggering,twenty,books,adj-quant,num-num,noun-art,Please enjoy a staggering twenty books., good,0.9959430394899756
10138,art,2,staggering,twenty,shows,adj-quant,num-num,noun-art,Please enjoy a staggering twenty shows., good,0.991625766387564
10139,art,2,staggering,twenty,operas,adj-quant,num-num,noun-art,Please enjoy a staggering twenty operas., good,0.9924376803217628
10140,art,2,whopping,three,movies,adj-quant,num-num,noun-art,Please enjoy a whopping three movies., good,0.990322928141488
10141,art,2,whopping,three,paintings,adj-quant,num-num,noun-art,Please enjoy a whopping three paintings., good,0.9936776914318445
10142,art,2,whopping,three,books,adj-quant,num-num,noun-art,Please enjoy a whopping three books., good,0.9929279842309474
10143,art,2,whopping,three,shows,adj-quant,num-num,noun-art,Please enjoy a whopping three shows., good,0.9852344114062178
10144,art,2,whopping,three,operas,adj-quant,num-num,noun-art,Please enjoy a whopping three operas., good,0.9900950018429325
10145,art,2,whopping,five,movies,adj-quant,num-num,noun-art,Please enjoy a whopping five movies., good,0.992141754722948
10146,art,2,whopping,five,paintings,adj-quant,num-num,noun-art,Please enjoy a whopping five paintings., good,0.9958370018013606
10147,art,2,whopping,five,books,adj-quant,num-num,noun-art,Please enjoy a whopping five books., good,0.9956448935009261
10148,art,2,whopping,five,shows,adj-quant,num-num,noun-art,Please enjoy a whopping five shows., good,0.9886793858980585
10149,art,2,whopping,five,operas,adj-quant,num-num,noun-art,Please enjoy a whopping five operas., good,0.992040074333116
10150,art,2,whopping,twenty,movies,adj-quant,num-num,noun-art,Please enjoy a whopping twenty movies., good,0.9523289863410666
10151,art,2,whopping,twenty,paintings,adj-quant,num-num,noun-art,Please enjoy a whopping twenty paintings., good,0.9941285441661645
10152,art,2,whopping,twenty,books,adj-quant,num-num,noun-art,Please enjoy a whopping twenty books., good,0.9920131914033936
10153,art,2,whopping,twenty,shows,adj-quant,num-num,noun-art,Please enjoy a whopping twenty shows., good,0.976622872586121
10154,art,2,whopping,twenty,operas,adj-quant,num-num,noun-art,Please enjoy a whopping twenty operas., good,0.9776640901984982
10155,art,2,hefty,three,movies,adj-quant,num-num,noun-art,Please enjoy a hefty three movies., good,0.9563923712082419
10156,art,2,hefty,three,paintings,adj-quant,num-num,noun-art,Please enjoy a hefty three paintings., good,0.9520825174056278
10157,art,2,hefty,three,books,adj-quant,num-num,noun-art,Please enjoy a hefty three books., good,0.9909888311482182
10158,art,2,hefty,three,shows,adj-quant,num-num,noun-art,Please enjoy a hefty three shows., good,0.849645716926864
10159,art,2,hefty,three,operas,adj-quant,num-num,noun-art,Please enjoy a hefty three operas., good,0.9872589403942134
10160,art,2,hefty,five,movies,adj-quant,num-num,noun-art,Please enjoy a hefty five movies., good,0.9403705436691185
10161,art,2,hefty,five,paintings,adj-quant,num-num,noun-art,Please enjoy a hefty five paintings., good,0.9710719923084894
10162,art,2,hefty,five,books,adj-quant,num-num,noun-art,Please enjoy a hefty five books., good,0.989126601446877
10163,art,2,hefty,five,shows,adj-quant,num-num,noun-art,Please enjoy a hefty five shows., good,0.7539066688513376
10164,art,2,hefty,five,operas,adj-quant,num-num,noun-art,Please enjoy a hefty five operas., good,0.9730119356658424
10165,art,2,hefty,twenty,movies,adj-quant,num-num,noun-art,Please enjoy a hefty twenty movies., good,0.7980629339843006
10166,art,2,hefty,twenty,paintings,adj-quant,num-num,noun-art,Please enjoy a hefty twenty paintings., good,0.9690346744359138
10167,art,2,hefty,twenty,books,adj-quant,num-num,noun-art,Please enjoy a hefty twenty books., good,0.9750843762354202
10168,art,2,hefty,twenty,shows,adj-quant,num-num,noun-art,Please enjoy a hefty twenty shows., good,0.8148851955658232
10169,art,2,hefty,twenty,operas,adj-quant,num-num,noun-art,Please enjoy a hefty twenty operas., good,0.949121902486964
10170,art,2,paltry,three,movies,adj-quant,num-num,noun-art,Please enjoy a paltry three movies., good,0.8370450891427891
10171,art,2,paltry,three,paintings,adj-quant,num-num,noun-art,Please enjoy a paltry three paintings., good,0.9695444635493682
10172,art,2,paltry,three,books,adj-quant,num-num,noun-art,Please enjoy a paltry three books., good,0.9346585439773378
10173,art,2,paltry,three,shows,adj-quant,num-num,noun-art,Please enjoy a paltry three shows., good,0.8301168873286775
10174,art,2,paltry,three,operas,adj-quant,num-num,noun-art,Please enjoy a paltry three operas., good,0.9527214905529438
10175,art,2,paltry,five,movies,adj-quant,num-num,noun-art,Please enjoy a paltry five movies., good,0.8188766147658499
10176,art,2,paltry,five,paintings,adj-quant,num-num,noun-art,Please enjoy a paltry five paintings., good,0.9716331076923294
10177,art,2,paltry,five,books,adj-quant,num-num,noun-art,Please enjoy a paltry five books., good,0.9213397852346121
10178,art,2,paltry,five,shows,adj-quant,num-num,noun-art,Please enjoy a paltry five shows., good,0.8180353975722041
10179,art,2,paltry,five,operas,adj-quant,num-num,noun-art,Please enjoy a paltry five operas., good,0.9499553077194691
10180,art,2,paltry,twenty,movies,adj-quant,num-num,noun-art,Please enjoy a paltry twenty movies., good,0.6748726719846979
10181,art,2,paltry,twenty,paintings,adj-quant,num-num,noun-art,Please enjoy a paltry twenty paintings., good,0.9463604690521404
10182,art,2,paltry,twenty,books,adj-quant,num-num,noun-art,Please enjoy a paltry twenty books., good,0.86327972455041
10183,art,2,paltry,twenty,shows,adj-quant,num-num,noun-art,Please enjoy a paltry twenty shows., good,0.7337879782978047
10184,art,2,paltry,twenty,operas,adj-quant,num-num,noun-art,Please enjoy a paltry twenty operas., good,0.9024762995557314
10185,art,2,meager,three,movies,adj-quant,num-num,noun-art,Please enjoy a meager three movies., good,0.8519077352303319
10186,art,2,meager,three,paintings,adj-quant,num-num,noun-art,Please enjoy a meager three paintings., good,0.9786975126864011
10187,art,2,meager,three,books,adj-quant,num-num,noun-art,Please enjoy a meager three books., good,0.9469948348829536
10188,art,2,meager,three,shows,adj-quant,num-num,noun-art,Please enjoy a meager three shows., good,0.8184570480239436
10189,art,2,meager,three,operas,adj-quant,num-num,noun-art,Please enjoy a meager three operas., good,0.8878249178613571
10190,art,2,meager,five,movies,adj-quant,num-num,noun-art,Please enjoy a meager five movies., good,0.8852984988557255
10191,art,2,meager,five,paintings,adj-quant,num-num,noun-art,Please enjoy a meager five paintings., good,0.9778876107347173
10192,art,2,meager,five,books,adj-quant,num-num,noun-art,Please enjoy a meager five books., good,0.9576948595155313
10193,art,2,meager,five,shows,adj-quant,num-num,noun-art,Please enjoy a meager five shows., good,0.8581208230523187
10194,art,2,meager,five,operas,adj-quant,num-num,noun-art,Please enjoy a meager five operas., good,0.8705796629030856
10195,art,2,meager,twenty,movies,adj-quant,num-num,noun-art,Please enjoy a meager twenty movies., good,0.6999634777099155
10196,art,2,meager,twenty,paintings,adj-quant,num-num,noun-art,Please enjoy a meager twenty paintings., good,0.9729441035302556
10197,art,2,meager,twenty,books,adj-quant,num-num,noun-art,Please enjoy a meager twenty books., good,0.9378885253019223
10198,art,2,meager,twenty,shows,adj-quant,num-num,noun-art,Please enjoy a meager twenty shows., good,0.7840112258876452
10199,art,2,meager,twenty,operas,adj-quant,num-num,noun-art,Please enjoy a meager twenty operas., good,0.8740490968664041
10200,art,2,extra,three,movies,adj-quant,num-num,noun-art,Please enjoy an extra three movies., good,0.9014035197265179
10201,art,2,extra,three,paintings,adj-quant,num-num,noun-art,Please enjoy an extra three paintings., good,0.9554884053662276
10202,art,2,extra,three,books,adj-quant,num-num,noun-art,Please enjoy an extra three books., good,0.9350174376259784
10203,art,2,extra,three,shows,adj-quant,num-num,noun-art,Please enjoy an extra three shows., good,0.9225412671777239
10204,art,2,extra,three,operas,adj-quant,num-num,noun-art,Please enjoy an extra three operas., good,0.9435887914654858
10205,art,2,extra,five,movies,adj-quant,num-num,noun-art,Please enjoy an extra five movies., good,0.881170254762382
10206,art,2,extra,five,paintings,adj-quant,num-num,noun-art,Please enjoy an extra five paintings., good,0.9369309894403183
10207,art,2,extra,five,books,adj-quant,num-num,noun-art,Please enjoy an extra five books., good,0.9144667778712522
10208,art,2,extra,five,shows,adj-quant,num-num,noun-art,Please enjoy an extra five shows., good,0.8921247160285444
10209,art,2,extra,five,operas,adj-quant,num-num,noun-art,Please enjoy an extra five operas., good,0.9346446036491147
10210,art,2,extra,twenty,movies,adj-quant,num-num,noun-art,Please enjoy an extra twenty movies., good,0.5054891018011545
10211,art,2,extra,twenty,paintings,adj-quant,num-num,noun-art,Please enjoy an extra twenty paintings., good,0.7417618827901417
10212,art,2,extra,twenty,books,adj-quant,num-num,noun-art,Please enjoy an extra twenty books., good,0.7290885766744561
10213,art,2,extra,twenty,shows,adj-quant,num-num,noun-art,Please enjoy an extra twenty shows., good,0.69553647131999
10214,art,2,extra,twenty,operas,adj-quant,num-num,noun-art,Please enjoy an extra twenty operas., good,0.7968838299302119
10215,art,2,measly,three,movies,adj-quant,num-num,noun-art,Please enjoy a measly three movies., good,0.6941360918037814
10216,art,2,measly,three,paintings,adj-quant,num-num,noun-art,Please enjoy a measly three paintings., good,0.916937679795208
10217,art,2,measly,three,books,adj-quant,num-num,noun-art,Please enjoy a measly three books., good,0.7737300026767692
10218,art,2,measly,three,shows,adj-quant,num-num,noun-art,Please enjoy a measly three shows., good,0.6079524848424597
10219,art,2,measly,three,operas,adj-quant,num-num,noun-art,Please enjoy a measly three operas., good,0.8717476143952079
10220,art,2,measly,five,movies,adj-quant,num-num,noun-art,Please enjoy a measly five movies., good,0.6606741803130391
10221,art,2,measly,five,paintings,adj-quant,num-num,noun-art,Please enjoy a measly five paintings., good,0.8895982968498151
10222,art,2,measly,five,books,adj-quant,num-num,noun-art,Please enjoy a measly five books., good,0.7222589629150642
10223,art,2,measly,five,shows,adj-quant,num-num,noun-art,Please enjoy a measly five shows., good,0.5917944838673932
10224,art,2,measly,five,operas,adj-quant,num-num,noun-art,Please enjoy a measly five operas., good,0.8320776360118729
10225,art,2,measly,twenty,movies,adj-quant,num-num,noun-art,Please enjoy a measly twenty movies., good,0.5751980285486912
10226,art,2,measly,twenty,paintings,adj-quant,num-num,noun-art,Please enjoy a measly twenty paintings., good,0.8729377949797263
10227,art,2,measly,twenty,books,adj-quant,num-num,noun-art,Please enjoy a measly twenty books., good,0.698699408497412
10228,art,2,measly,twenty,shows,adj-quant,num-num,noun-art,Please enjoy a measly twenty shows., good,0.5307231332651723
10229,art,2,measly,twenty,operas,adj-quant,num-num,noun-art,Please enjoy a measly twenty operas., good,0.8202164747224863
10230,art,2,substantial,three,movies,adj-quant,num-num,noun-art,Please enjoy a substantial three movies., bad,0.4435591482061335
10231,art,2,substantial,three,paintings,adj-quant,num-num,noun-art,Please enjoy a substantial three paintings., bad,0.4233456276442531
10232,art,2,substantial,three,books,adj-quant,num-num,noun-art,Please enjoy a substantial three books., good,0.6345909378707529
10233,art,2,substantial,three,shows,adj-quant,num-num,noun-art,Please enjoy a substantial three shows., bad,0.38884822108713046
10234,art,2,substantial,three,operas,adj-quant,num-num,noun-art,Please enjoy a substantial three operas., good,0.6619081558875681
10235,art,2,substantial,five,movies,adj-quant,num-num,noun-art,Please enjoy a substantial five movies., good,0.566896574603199
10236,art,2,substantial,five,paintings,adj-quant,num-num,noun-art,Please enjoy a substantial five paintings., bad,0.4764540092003602
10237,art,2,substantial,five,books,adj-quant,num-num,noun-art,Please enjoy a substantial five books., good,0.7756332860641802
10238,art,2,substantial,five,shows,adj-quant,num-num,noun-art,Please enjoy a substantial five shows., good,0.5239653305093857
10239,art,2,substantial,five,operas,adj-quant,num-num,noun-art,Please enjoy a substantial five operas., good,0.750734198469407
10240,art,2,substantial,twenty,movies,adj-quant,num-num,noun-art,Please enjoy a substantial twenty movies., bad,0.4596117952382227
10241,art,2,substantial,twenty,paintings,adj-quant,num-num,noun-art,Please enjoy a substantial twenty paintings., good,0.7880671240086569
10242,art,2,substantial,twenty,books,adj-quant,num-num,noun-art,Please enjoy a substantial twenty books., good,0.8677275726317969
10243,art,2,substantial,twenty,shows,adj-quant,num-num,noun-art,Please enjoy a substantial twenty shows., good,0.6580210218939858
10244,art,2,substantial,twenty,operas,adj-quant,num-num,noun-art,Please enjoy a substantial twenty operas., good,0.6894648789702937
10245,art,2,record-setting,three,movies,adj-quant,num-num,noun-art,Please enjoy a record-setting three movies., good,0.9758790182142615
10246,art,2,record-setting,three,paintings,adj-quant,num-num,noun-art,Please enjoy a record-setting three paintings., good,0.9030428985442837
10247,art,2,record-setting,three,books,adj-quant,num-num,noun-art,Please enjoy a record-setting three books., good,0.9692095525208165
10248,art,2,record-setting,three,shows,adj-quant,num-num,noun-art,Please enjoy a record-setting three shows., good,0.9851806476461373
10249,art,2,record-setting,three,operas,adj-quant,num-num,noun-art,Please enjoy a record-setting three operas., good,0.9868280574190869
10250,art,2,record-setting,five,movies,adj-quant,num-num,noun-art,Please enjoy a record-setting five movies., good,0.9842699993347312
10251,art,2,record-setting,five,paintings,adj-quant,num-num,noun-art,Please enjoy a record-setting five paintings., good,0.9643940811820496
10252,art,2,record-setting,five,books,adj-quant,num-num,noun-art,Please enjoy a record-setting five books., good,0.9805263006432283
10253,art,2,record-setting,five,shows,adj-quant,num-num,noun-art,Please enjoy a record-setting five shows., good,0.9879479725333732
10254,art,2,record-setting,five,operas,adj-quant,num-num,noun-art,Please enjoy a record-setting five operas., good,0.9858097719987988
10255,art,2,record-setting,twenty,movies,adj-quant,num-num,noun-art,Please enjoy a record-setting twenty movies., good,0.8968971889926064
10256,art,2,record-setting,twenty,paintings,adj-quant,num-num,noun-art,Please enjoy a record-setting twenty paintings., good,0.9692839964885426
10257,art,2,record-setting,twenty,books,adj-quant,num-num,noun-art,Please enjoy a record-setting twenty books., good,0.9629601010247723
10258,art,2,record-setting,twenty,shows,adj-quant,num-num,noun-art,Please enjoy a record-setting twenty shows., good,0.9850242468713244
10259,art,2,record-setting,twenty,operas,adj-quant,num-num,noun-art,Please enjoy a record-setting twenty operas., good,0.9761509877211236
10260,distance,0,astonishing,three,meters,adj-ambig,num-num,noun-distance,He drove an astonishing three meters., good,0.9905776214377965
10261,distance,0,astonishing,three,feet,adj-ambig,num-num,noun-distance,He drove an astonishing three feet., good,0.9782325382873198
